name,approach_date,diameter_km,velocity_kmph,distance_km,is_hazardous
(2017 JJ2),2025-05-03,0.057,82611.36,35156445.67,False
(2020 UX),2025-05-03,0.004,26192.47,61954138.84,False
(2021 GP3),2025-05-03,0.09,75509.07,66218775.42,False
(2021 JO),2025-05-03,0.281,132900.32,69017178.91,False
(2021 MD),2025-05-03,0.117,34861.34,39538620.46,False
(2022 UX3),2025-05-03,0.154,79868.47,21693283.25,False
(2022 YH),2025-05-03,0.065,62589.0,71678728.68,False
(2023 FC6),2025-05-03,0.449,41249.9,9694857.53,True
(2024 JM2),2025-05-03,0.104,40536.98,2902752.23,False
(2025 HR5),2025-05-03,0.051,36155.52,14055242.76,False
(2025 JD1),2025-05-03,0.059,24025.12,8952833.29,False
(2025 JT1),2025-05-03,0.11,44992.3,15204593.32,False
(2025 JV1),2025-05-03,0.034,38226.08,3066057.19,False
(2025 JG2),2025-05-03,0.047,38337.54,3825112.19,False
(2004 HQ1),2025-05-02,0.12,54987.41,38591185.14,False
(2009 SA100),2025-05-02,0.099,22094.43,23280141.84,False
(2013 DF),2025-05-02,0.071,41858.7,61623817.99,False
(2014 HS184),2025-05-02,0.13,73432.62,70395021.65,False
(2016 GB1),2025-05-02,0.303,91103.68,9590520.21,False
(2018 TF3),2025-05-02,0.47,86029.97,16396372.53,True
(2019 HO),2025-05-02,0.095,33324.59,20835342.71,False
(2019 JV1),2025-05-02,0.151,58480.19,21823731.11,False
(2021 GU3),2025-05-02,0.025,82314.05,70746267.17,False
(2021 HV1),2025-05-02,0.631,133416.96,26859482.97,False
(2021 UL1),2025-05-02,0.07,30623.58,69561775.25,False
(2022 BH1),2025-05-02,0.391,162470.75,72780519.1,True
(2022 EA3),2025-05-02,0.021,13523.9,50051697.69,False
(2022 UW1),2025-05-02,0.116,55958.53,38122709.07,False
(2025 HR1),2025-05-02,0.022,22799.1,4807623.19,False
(2025 HJ5),2025-05-02,0.026,27985.53,4160595.39,False
(2025 HP22),2025-05-02,0.012,39105.09,493330.87,False
(2025 JA),2025-05-02,0.014,19163.59,510178.19,False
(2025 JJ),2025-05-02,0.033,69998.58,660069.31,False
(2025 JL),2025-05-02,0.086,14241.91,29915455.0,False
(2006 TL),2025-05-04,0.099,40593.99,46661265.68,False
(2009 KY1),2025-05-04,0.101,17855.38,18701563.54,False
(2019 UU7),2025-05-04,0.037,58960.58,68116244.85,False
(2019 YO),2025-05-04,0.03,14899.34,32565747.07,False
(2020 JN3),2025-05-04,0.02,60960.41,56357283.19,False
(2020 KR6),2025-05-04,0.583,43711.14,72351619.99,False
(2020 PY2),2025-05-04,0.03,113062.75,72045099.08,False
(2020 SM4),2025-05-04,0.017,71393.0,61713317.61,False
(2021 TR3),2025-05-04,0.049,51264.01,52502683.93,False
(2022 ON1),2025-05-04,0.078,22025.61,67642657.67,False
(2023 SJ4),2025-05-04,0.051,49310.05,22325532.09,False
(2025 HT1),2025-05-04,0.087,46189.43,8638310.35,False
(2025 HN3),2025-05-04,0.05,50395.53,3041147.69,False
(2025 JM),2025-05-04,0.052,40485.58,6552564.58,False
341843 (2008 EV5),2025-04-27,0.581,26824.04,26121615.5,True
494710 (2005 MO13),2025-04-27,0.415,30139.18,27635734.17,True
(2016 RT20),2025-04-27,0.078,87349.71,72787524.96,False
(2022 GL5),2025-04-27,0.394,136347.42,66913938.13,False
(2022 HL1),2025-04-27,0.05,54536.69,29603553.68,False
(2022 QE6),2025-04-27,0.07,23710.18,72825528.86,False
(2025 FM20),2025-04-27,0.178,48824.0,18827053.54,False
(2025 HV),2025-04-27,0.08,59530.22,5601377.41,False
(2025 HY),2025-04-27,0.03,38613.4,4100775.38,False
(2025 HS1),2025-04-27,0.051,40721.36,5553883.71,False
(2025 HO2),2025-04-27,0.081,28337.34,2675255.99,False
(2025 HQ5),2025-04-27,0.039,39594.5,8466285.83,False
(2025 HB7),2025-04-27,0.044,46528.54,4890469.86,False
(2025 JY),2025-04-27,0.052,33620.71,7601165.9,False
(2000 HB24),2025-04-28,0.108,59048.79,27126275.15,False
(2000 HP40),2025-04-28,0.093,47244.46,58127216.56,False
(2000 JZ8),2025-04-28,0.331,27337.71,20147967.84,False
(2016 GW216),2025-04-28,0.177,17038.69,20027367.23,False
(2020 UQ),2025-04-28,0.025,45909.0,16127555.98,False
(2021 MB2),2025-04-28,0.313,32433.06,62271728.27,True
(2021 TK14),2025-04-28,0.134,36896.76,63742405.84,False
(2022 JA1),2025-04-28,0.05,42500.21,27266045.56,False
(2022 JB2),2025-04-28,0.079,50439.45,30806251.8,False
(2024 TQ9),2025-04-28,0.004,35623.49,46856006.3,False
(2024 VB),2025-04-28,0.011,20833.41,31009890.91,False
(2025 HW1),2025-04-28,0.043,70798.63,1212566.4,False
(2025 HG2),2025-04-28,0.017,17626.46,2455698.28,False
(2025 HL3),2025-04-28,0.073,27198.61,5359578.85,False
(2025 HN4),2025-04-28,0.022,28785.53,650060.89,False
(2025 HP4),2025-04-28,0.018,36445.14,338927.57,False
(2025 HQ4),2025-04-28,0.037,48097.52,1847718.46,False
(2025 HB5),2025-04-28,0.068,30778.32,13563505.41,False
(2025 JG),2025-04-28,0.041,30072.46,4004824.71,False
(2025 JX),2025-04-28,0.019,24381.62,2088936.76,False
(2025 KZ2),2025-04-28,0.062,31118.77,4137636.11,False
155110 (2005 TB),2025-04-29,1.914,70654.74,17545847.26,False
358453 (2007 EH88),2025-04-29,0.64,55123.65,20314021.39,False
(2015 SE),2025-04-29,0.031,31512.29,71506094.22,False
(2016 JV24),2025-04-29,0.096,109830.64,66538556.07,False
(2019 YQ3),2025-04-29,0.031,20629.37,66754088.52,False
(2020 JF1),2025-04-29,0.023,46460.98,19765943.92,False
(2016 FL60),2025-04-29,0.098,50967.17,50172698.34,False
(2024 FR4),2025-04-29,0.04,31876.02,43868236.27,False
(2024 JS),2025-04-29,0.02,39621.49,9352890.55,False
(2024 JP17),2025-04-29,0.026,94070.29,71187790.3,False
(2025 DZ52),2025-04-29,0.128,25533.28,18068104.11,False
(2025 FN6),2025-04-29,0.094,37214.4,10508267.02,False
(2025 FQ16),2025-04-29,0.084,22130.42,20232212.82,False
(2025 HX4),2025-04-29,0.026,12388.49,8559708.97,False
(2025 HL5),2025-04-29,0.044,30185.25,630999.09,False
(2025 HM6),2025-04-29,0.022,38874.33,1986906.07,False
(2025 HS18),2025-04-29,0.02,29787.65,1898780.73,False
(2025 HA19),2025-04-29,0.071,45637.59,2765278.55,False
(2025 JC1),2025-04-29,0.028,32791.98,503446.05,False
(2025 KB2),2025-04-29,0.03,11714.94,4980597.1,False
436030 (2009 JO2),2025-04-20,0.769,58684.64,8490509.75,False
(2002 TX59),2025-04-20,0.099,27017.39,43325421.95,False
(2003 HM),2025-04-20,0.232,50908.29,11234721.81,False
(2018 SN2),2025-04-20,0.078,46180.14,51993480.15,False
(2019 HS2),2025-04-20,0.028,62000.11,36255149.75,False
(2020 XD5),2025-04-20,0.649,48931.28,43706478.69,True
(2020 YW3),2025-04-20,0.042,40769.0,12682643.2,False
(2021 AR),2025-04-20,0.096,73549.33,54465763.93,False
(2022 ET),2025-04-20,0.005,65036.61,51803602.55,False
(2025 FV11),2025-04-20,0.105,26283.57,11554294.71,False
(2025 FK12),2025-04-20,0.036,26474.14,3640353.87,False
(2025 HC),2025-04-20,0.031,55606.94,464735.55,False
(2025 HE),2025-04-20,0.02,39065.72,740197.1,False
(2025 HK),2025-04-20,0.039,59345.68,4659414.23,False
(2025 HZ),2025-04-20,0.009,34161.36,444587.37,False
(2025 HA1),2025-04-20,0.043,64075.42,116299.58,False
(2025 HM3),2025-04-20,0.027,27187.73,7407777.11,False
(2025 HW12),2025-04-20,0.046,38160.65,13781925.84,False
9058 (1992 JB),2025-04-21,1.637,42009.05,15290776.22,False
368184 (2000 RN77),2025-04-21,0.762,38154.71,56859514.67,False
(2008 NP3),2025-04-21,0.161,30239.15,48121779.88,False
(2012 DO8),2025-04-21,0.202,70026.94,61825623.66,False
(2019 UU6),2025-04-21,0.113,73368.81,59231306.77,False
(2020 HJ),2025-04-21,0.052,31986.44,14998186.65,False
(2020 KT),2025-04-21,0.094,28170.03,19422661.52,False
(2020 QN3),2025-04-21,0.382,79587.58,20285596.55,False
(2020 YY3),2025-04-21,0.03,31977.0,71673444.79,False
(2021 JQ),2025-04-21,0.103,50183.29,37217914.72,False
(2023 FK),2025-04-21,0.058,59809.4,58340878.1,False
(2024 GR),2025-04-21,0.017,53799.23,63821334.56,False
(2024 TL10),2025-04-21,0.068,14870.95,17573636.59,False
(2024 UY43),2025-04-21,0.056,14707.78,17581887.35,False
(2025 DY29),2025-04-21,0.052,11728.99,11984075.09,False
(2025 HP),2025-04-21,0.037,48378.39,2774241.28,False
(2025 HS),2025-04-21,0.036,40787.98,3759075.83,False
(2025 HD1),2025-04-21,0.044,59611.86,5031679.78,False
(2025 HG1),2025-04-21,0.017,38343.82,454655.57,False
(2025 HY1),2025-04-21,0.021,25141.65,2195817.55,False
(2025 HV2),2025-04-21,0.098,57255.91,9204859.46,False
(2025 HE3),2025-04-21,0.013,14663.45,905971.24,False
(2025 JS1),2025-04-21,0.052,24809.43,14119956.33,False
(2001 SH276),2025-04-22,0.664,41921.1,31566888.19,False
(2014 HS124),2025-04-22,0.142,31991.34,4169551.32,False
(2020 HE5),2025-04-22,0.017,39370.54,43596759.97,False
(2020 XC4),2025-04-22,0.038,23042.1,54811157.65,False
(2021 YC),2025-04-22,0.041,26485.26,70811221.73,False
(2022 UW16),2025-04-22,0.01,90744.37,70350543.93,False
(2024 FP2),2025-04-22,0.322,59942.31,12802207.77,False
(2025 FC15),2025-04-22,0.06,12892.32,10147733.38,False
(2025 GD1),2025-04-22,0.046,21204.06,1594303.1,False
(2025 HU),2025-04-22,0.019,30901.79,1261644.45,False
(2025 HC1),2025-04-22,0.057,53208.88,8313661.49,False
(2025 HT4),2025-04-22,0.064,23436.13,23015314.78,False
(2025 HC5),2025-04-22,0.023,22343.5,4098469.52,False
(2025 HE5),2025-04-22,0.113,69621.86,9691033.79,False
223456 (2003 UB10),2025-04-23,1.318,27504.88,26648299.25,False
439437 (2013 NK4),2025-04-23,0.964,81230.92,28314051.24,True
(2009 HG),2025-04-23,0.081,22528.06,23833519.35,False
(2014 JF15),2025-04-23,0.05,36789.7,22648352.83,False
(2014 UV34),2025-04-23,0.062,16764.01,14743029.43,False
(2015 XT1),2025-04-23,0.125,52315.42,64314496.82,False
(2016 VS1),2025-04-23,0.041,29491.81,38229692.27,False
(2017 FQ101),2025-04-23,0.059,26445.62,19321953.75,False
(2019 TY6),2025-04-23,0.058,46289.41,52018468.58,False
(2020 TM6),2025-04-23,0.036,31711.02,55564173.02,False
(2021 JY),2025-04-23,1.047,77746.04,28919645.41,True
(2021 JV5),2025-04-23,0.057,57107.06,60525676.99,False
(2021 UF1),2025-04-23,0.058,34499.47,26258433.82,False
(2022 HL2),2025-04-23,0.036,63941.94,64735146.77,False
(2023 GJ2),2025-04-23,0.045,67404.82,50821577.92,False
(2023 QM1),2025-04-23,0.047,71726.44,73690144.39,False
(2025 FS16),2025-04-23,0.08,47227.44,7873181.35,False
(2025 HF),2025-04-23,0.045,32828.42,887939.5,False
(2025 HN),2025-04-23,0.026,41392.45,2001649.47,False
(2025 HH1),2025-04-23,0.054,64603.67,5279652.37,False
(2025 HE2),2025-04-23,0.064,5005.7,28879302.98,False
(2025 HX3),2025-04-23,0.02,36629.29,1144385.23,False
(2025 HO4),2025-04-23,0.069,71701.11,4590051.67,False
(2002 JQ100),2025-04-24,0.652,97122.59,56162827.89,False
(2011 DV),2025-04-24,0.425,23032.81,20010993.41,True
(2013 GR38),2025-04-24,0.241,63180.0,14680317.58,True
(2013 HJ19),2025-04-24,0.298,49996.74,74695030.65,False
(2014 YE1),2025-04-24,0.124,102196.54,55154696.37,False
(2018 RW1),2025-04-24,0.124,31732.67,43493480.39,False
(2019 FY2),2025-04-24,0.02,19132.38,4885087.3,False
(2019 SW9),2025-04-24,0.075,24993.1,69299819.22,False
(2020 HX4),2025-04-24,0.033,32102.85,30196849.22,False
(2020 MK3),2025-04-24,0.041,46460.81,23140536.15,False
(2021 GC1),2025-04-24,0.013,52231.09,49388439.63,False
(2022 LA3),2025-04-24,0.038,32068.24,25779029.54,False
(2023 AR),2025-04-24,0.059,132519.6,36306755.47,False
(2023 LO),2025-04-24,0.018,55509.16,52601051.29,False
(2023 UP2),2025-04-24,0.027,52793.0,30662419.5,False
(2024 HZ),2025-04-24,0.011,41248.3,23163503.02,False
(2024 WC15),2025-04-24,0.398,48131.13,26931101.47,True
(2025 HM),2025-04-24,0.174,41818.83,5798018.28,False
(2025 HX),2025-04-24,0.018,45498.12,1358625.34,False
(2025 HF1),2025-04-24,0.033,53094.81,394026.07,False
(2025 HS3),2025-04-24,0.101,43402.8,26906698.17,False
(2025 HO12),2025-04-24,0.013,39331.95,1576125.85,False
462959 (2011 DU),2025-04-25,0.363,34142.93,4930680.17,True
(2006 GU2),2025-04-25,0.016,78642.63,73671137.69,False
(2011 GJ44),2025-04-25,0.259,61134.17,40281446.6,False
(2018 HH2),2025-04-25,0.141,34815.21,24935803.37,False
(2019 TB7),2025-04-25,0.026,30114.26,34926053.06,False
(2020 HY6),2025-04-25,0.025,76143.31,54690947.26,False
(2021 VL3),2025-04-25,0.012,29807.75,73872184.11,False
(2023 FF4),2025-04-25,0.013,31620.24,16756009.57,False
(2024 EW1),2025-04-25,0.026,54553.41,60682127.29,False
(2025 FL4),2025-04-25,0.119,35567.94,18106683.59,False
(2025 FR18),2025-04-25,0.189,72120.95,10214166.79,False
(2025 FK28),2025-04-25,0.105,42920.16,6369615.78,False
(2025 HT),2025-04-25,0.029,24432.93,1251974.4,False
(2025 HV1),2025-04-25,0.13,21633.84,16294978.01,False
(2025 HU2),2025-04-25,0.01,25468.02,408896.97,False
(2025 HR4),2025-04-25,0.019,23355.51,1038585.46,False
(2025 JP1),2025-04-25,0.028,32913.0,1995743.27,False
434500 (2005 SB71),2025-04-26,0.342,74712.78,70862359.32,False
(2013 NJ4),2025-04-26,0.02,20758.39,45426389.26,False
(2014 GL49),2025-04-26,0.419,64242.38,14547385.48,False
(2015 XF352),2025-04-26,0.313,55146.28,10433838.16,False
(2017 ED3),2025-04-26,0.089,60092.97,58364930.45,False
(2017 QC17),2025-04-26,0.216,51040.94,70416215.87,False
(2019 WK),2025-04-26,0.143,66644.29,65929930.36,False
(2021 JX),2025-04-26,0.02,48643.13,28557190.75,False
(2022 AC),2025-04-26,0.051,42601.68,69724014.71,False
(2022 YV5),2025-04-26,0.052,32890.31,45543898.57,False
(2023 BJ7),2025-04-26,0.011,38571.98,59765649.46,False
(2023 MT2),2025-04-26,0.12,27768.09,31882102.19,False
(2024 UW2),2025-04-26,0.061,47374.8,25842471.1,False
(2025 FN12),2025-04-26,0.373,83055.59,26710340.98,False
(2025 HM1),2025-04-26,0.07,32780.44,20655675.4,False
(2025 HP1),2025-04-26,0.025,30597.99,3536352.65,False
(2025 HT2),2025-04-26,0.067,30078.66,11936261.73,False
(2025 HR3),2025-04-26,0.056,11852.22,26369130.94,False
(2025 HB13),2025-04-26,0.031,35050.35,4321960.39,False
341843 (2008 EV5),2025-04-27,0.581,26824.04,26121615.5,True
494710 (2005 MO13),2025-04-27,0.415,30139.18,27635734.17,True
(2016 RT20),2025-04-27,0.078,87349.71,72787524.96,False
(2022 GL5),2025-04-27,0.394,136347.42,66913938.13,False
(2022 HL1),2025-04-27,0.05,54536.69,29603553.68,False
(2022 QE6),2025-04-27,0.07,23710.18,72825528.86,False
(2025 FM20),2025-04-27,0.178,48824.0,18827053.54,False
(2025 HV),2025-04-27,0.08,59530.22,5601377.41,False
(2025 HY),2025-04-27,0.03,38613.4,4100775.38,False
(2025 HS1),2025-04-27,0.051,40721.36,5553883.71,False
(2025 HO2),2025-04-27,0.081,28337.34,2675255.99,False
(2025 HQ5),2025-04-27,0.039,39594.5,8466285.83,False
(2025 HB7),2025-04-27,0.044,46528.54,4890469.86,False
(2025 JY),2025-04-27,0.052,33620.71,7601165.9,False
436030 (2009 JO2),2025-04-20,0.769,58684.64,8490509.75,False
(2002 TX59),2025-04-20,0.099,27017.39,43325421.95,False
(2003 HM),2025-04-20,0.232,50908.29,11234721.81,False
(2018 SN2),2025-04-20,0.078,46180.14,51993480.15,False
(2019 HS2),2025-04-20,0.028,62000.11,36255149.75,False
(2020 XD5),2025-04-20,0.649,48931.28,43706478.69,True
(2020 YW3),2025-04-20,0.042,40769.0,12682643.2,False
(2021 AR),2025-04-20,0.096,73549.33,54465763.93,False
(2022 ET),2025-04-20,0.005,65036.61,51803602.55,False
(2025 FV11),2025-04-20,0.105,26283.57,11554294.71,False
(2025 FK12),2025-04-20,0.036,26474.14,3640353.87,False
(2025 HC),2025-04-20,0.031,55606.94,464735.55,False
(2025 HE),2025-04-20,0.02,39065.72,740197.1,False
(2025 HK),2025-04-20,0.039,59345.68,4659414.23,False
(2025 HZ),2025-04-20,0.009,34161.36,444587.37,False
(2025 HA1),2025-04-20,0.043,64075.42,116299.58,False
(2025 HM3),2025-04-20,0.027,27187.73,7407777.11,False
(2025 HW12),2025-04-20,0.046,38160.65,13781925.84,False
(2015 AQ45),2025-04-13,0.305,20568.67,22671461.55,False
(2020 HB6),2025-04-13,0.086,74844.23,62187683.3,False
(2021 GU1),2025-04-13,0.068,78326.81,62330347.86,False
(2023 BM4),2025-04-13,0.107,18299.18,24625585.62,False
(2023 RX1),2025-04-13,0.005,4964.0,6940661.31,False
(2024 VW),2025-04-13,0.063,51105.07,39774115.62,False
(2025 FV13),2025-04-13,0.048,18105.07,6977300.97,False
(2025 GK),2025-04-13,0.061,42978.26,6639207.25,False
784199 (2015 AQ45),2025-04-13,0.305,20568.67,22671461.2,False
(2025 HO1),2025-04-13,0.018,29870.54,3826118.95,False
(2025 HW2),2025-04-13,0.203,50189.67,22910542.22,False
(2003 GJ21),2025-04-14,0.156,55396.84,59053024.91,False
(2008 YN2),2025-04-14,0.033,20718.91,36398147.53,False
(2016 VU1),2025-04-14,0.071,51611.03,59141956.4,False
(2019 VP3),2025-04-14,0.014,37968.64,15749850.38,False
(2021 GN),2025-04-14,0.121,81966.45,71979124.61,False
(2024 GU3),2025-04-14,0.041,62563.91,70399452.65,False
(2025 FY13),2025-04-14,0.063,19191.22,18382583.71,False
(2025 GP1),2025-04-14,0.037,21250.26,2187915.42,False
(2016 GF216),2025-04-15,0.062,35993.12,44923732.48,False
(2017 HZ49),2025-04-15,0.047,62615.17,63938523.22,False
(2021 TU4),2025-04-15,0.033,73617.51,61402059.51,False
(2021 WT1),2025-04-15,0.137,48588.26,15645293.24,False
(2022 HB4),2025-04-15,0.589,190513.42,66052706.02,False
(2022 UO),2025-04-15,0.029,58283.69,7583481.14,False
(2022 UO12),2025-04-15,0.013,72555.37,18910506.99,False
(2023 TX6),2025-04-15,0.009,27934.94,38880884.9,False
(2023 TV9),2025-04-15,0.068,29428.4,14348181.24,False
(2023 UH),2025-04-15,0.035,39447.9,3383491.38,False
(2024 AV),2025-04-15,0.029,29544.23,23506065.49,False
(2024 UY9),2025-04-15,0.037,27643.47,16683019.67,False
(2025 DC36),2025-04-15,0.102,17732.54,5430737.68,False
(2025 GQ1),2025-04-15,0.04,35393.14,1052192.22,False
(2025 GS1),2025-04-15,0.008,37953.23,37989.92,False
(2025 HD),2025-04-15,0.051,24494.02,4138253.01,False
(2025 HW),2025-04-15,0.027,36195.62,2788644.44,False
(2025 HC2),2025-04-15,0.039,35204.34,4139086.93,False
(2011 VG9),2025-04-16,0.208,85519.54,4659617.64,False
(2012 HF2),2025-04-16,0.068,45277.62,7478728.52,False
(2020 HF),2025-04-16,0.054,48210.45,27101471.66,False
(2020 WT4),2025-04-16,0.016,25721.25,39196605.1,False
(2021 HU),2025-04-16,0.052,52981.02,18154340.19,False
(2021 VX4),2025-04-16,0.016,28864.24,71675701.76,False
(2022 HK4),2025-04-16,0.033,66903.47,44238434.72,False
(2024 JT8),2025-04-16,0.658,85224.76,74658911.02,False
(2024 SA5),2025-04-16,0.08,29867.95,63000158.19,False
(2025 HB2),2025-04-16,0.058,59406.66,14482348.99,False
474611 (2004 SB56),2025-04-17,0.832,36770.01,62818667.71,False
(2005 GD60),2025-04-17,0.272,78961.8,56689685.63,True
(2012 VK76),2025-04-17,0.31,59859.51,29919477.55,False
(2017 RN16),2025-04-17,0.01,31187.82,4190118.2,False
(2019 HQ),2025-04-17,0.033,42673.63,21799959.98,False
(2020 HU1),2025-04-17,0.119,76745.34,21038913.84,False
(2020 HW3),2025-04-17,0.226,116942.46,32389361.9,False
(2021 PQ6),2025-04-17,0.153,38012.46,8555617.17,False
(2021 SK5),2025-04-17,0.026,26010.42,68481643.01,False
(2022 FN1),2025-04-17,0.069,17390.43,18594214.59,False
(2020 CO8),2025-04-17,0.015,23371.27,52091856.7,False
(2022 JV1),2025-04-17,0.019,19206.64,9667937.38,False
(2022 SQ4),2025-04-17,0.089,60386.01,72031091.29,False
(2024 RE),2025-04-17,0.125,27180.5,38203532.91,False
(2024 UZ6),2025-04-17,0.003,19872.8,31663579.94,False
(2024 VO2),2025-04-17,0.023,23905.22,22822827.77,False
(2025 FL20),2025-04-17,0.024,12134.0,5012512.6,False
(2025 FJ22),2025-04-17,0.042,13911.59,11675864.72,False
(2025 GV),2025-04-17,0.069,62562.86,6096757.6,False
(2025 HH),2025-04-17,0.004,33362.75,27855.47,False
(2025 HQ),2025-04-17,0.031,33866.98,2055603.45,False
(2025 HU1),2025-04-17,0.016,28230.3,2658433.45,False
(2025 HZ2),2025-04-17,0.048,66106.07,11486357.08,False
(2025 HD3),2025-04-17,0.053,45749.99,5055335.3,False
(1996 FQ3),2025-04-18,0.419,29735.58,21878258.84,False
(2018 JC5),2025-04-18,0.174,28906.84,24027527.21,False
(2020 JF3),2025-04-18,0.212,82424.93,26260632.7,False
(2021 GE8),2025-04-18,0.042,44155.72,24851857.28,False
(2021 PZ9),2025-04-18,0.024,24357.72,32569693.92,False
(2021 XZ),2025-04-18,0.014,30430.82,48279518.99,False
(2023 HU3),2025-04-18,0.059,66315.59,11901577.04,False
(2024 XY5),2025-04-18,0.038,11983.9,28322662.1,False
(2025 CQ2),2025-04-18,0.171,32670.54,21581762.06,False
(2025 DJ7),2025-04-18,0.103,8472.8,21038178.48,False
(2025 FT5),2025-04-18,0.051,15559.83,7798278.37,False
(2025 GL1),2025-04-18,0.121,58752.48,6659490.61,False
(2025 HR),2025-04-18,0.031,44937.72,2249682.51,False
(2025 HQ1),2025-04-18,0.041,24402.32,2162503.24,False
(2025 HQ3),2025-04-18,0.026,11524.91,6685303.37,False
(2025 HA5),2025-04-18,0.029,45981.24,1270022.7,False
(2010 GK65),2025-04-19,0.075,84084.34,51986746.23,False
(2015 HW10),2025-04-19,0.043,56177.49,53913770.67,False
(2021 VW10),2025-04-19,0.125,48848.95,42145817.96,False
(2022 SR4),2025-04-19,0.043,64459.26,41184493.64,False
(2023 GH2),2025-04-19,0.108,51240.05,31347068.81,False
(2023 TK12),2025-04-19,0.042,74876.32,59213611.19,False
(2024 HB),2025-04-19,0.015,53494.68,17049103.87,False
(2024 UJ1),2025-04-19,0.027,43501.54,39320939.33,False
(2025 FA16),2025-04-19,0.112,22850.33,23667602.9,False
(2025 FY22),2025-04-19,0.055,33050.59,3612447.34,False
(2025 HB),2025-04-19,0.017,22095.17,592206.07,False
(2025 HG),2025-04-19,0.028,45123.43,661930.6,False
(2025 HO),2025-04-19,0.008,41318.67,187099.6,False
(2025 HB1),2025-04-19,0.083,39720.75,5456471.08,False
(2025 HP5),2025-04-19,0.1,33125.04,11863584.04,False
(2010 HX107),2025-04-10,0.116,60430.52,50329194.04,False
(2011 HN5),2025-04-10,0.057,65054.38,57292196.41,False
(2013 JO7),2025-04-10,0.038,45809.03,49934823.85,False
(2014 TL),2025-04-10,0.016,25285.92,19334957.62,False
(2019 US14),2025-04-10,0.226,65442.43,61372928.72,False
(2022 FD4),2025-04-10,0.154,134489.95,67113540.3,False
(2023 GF),2025-04-10,0.071,90572.3,74780501.7,False
(2023 GR),2025-04-10,0.096,32366.98,15715158.84,False
(2023 GQ1),2025-04-10,0.005,39294.76,46010438.21,False
(2024 BD4),2025-04-10,0.03,41101.38,49902919.38,False
(2024 UM2),2025-04-10,0.061,27204.16,54824598.93,False
(2024 VO),2025-04-10,0.004,8067.82,18434173.77,False
(2025 DC2),2025-04-10,0.165,34838.29,17994123.7,False
(2025 FG4),2025-04-10,0.054,18911.79,8748983.3,False
(2025 FN4),2025-04-10,0.174,65013.36,25133089.37,False
(2025 FX22),2025-04-10,0.034,44778.56,3879002.55,False
(2025 HL1),2025-04-10,0.017,23203.54,2404331.87,False
512245 (2016 AU8),2025-04-11,0.619,67952.51,66368739.34,False
(2015 HE10),2025-04-11,0.036,66217.73,53627295.25,False
(2019 GF1),2025-04-11,0.019,58883.11,72914609.53,False
(2020 BP8),2025-04-11,0.047,84334.03,39462157.34,False
(2020 DX1),2025-04-11,0.03,19851.38,33446276.9,False
(2021 GQ172),2025-04-11,0.149,12859.92,58494612.4,False
(2022 WY5),2025-04-11,0.299,30757.13,25690174.08,False
(2023 FN13),2025-04-11,0.021,28194.3,16403972.55,False
(2023 HG),2025-04-11,0.023,30875.92,1405234.53,False
(2023 KU),2025-04-11,0.2,64827.03,1057374.86,False
(2023 UG),2025-04-11,0.029,16632.08,23277651.8,False
(2025 FX18),2025-04-11,0.126,35858.27,17881984.39,False
(2025 FT19),2025-04-11,0.057,21122.76,11651953.83,False
527977 (2008 EY68),2025-04-12,0.206,133896.0,74405925.66,False
(2008 XS),2025-04-12,0.023,26858.31,71776455.3,False
(2015 FS33),2025-04-12,0.179,74518.44,5610110.7,False
(2016 AX164),2025-04-12,0.034,18979.61,60969809.49,False
(2017 HG4),2025-04-12,0.017,32621.97,26724028.04,False
(2018 RF2),2025-04-12,0.014,51965.85,23826552.45,False
(2018 TZ1),2025-04-12,0.059,55894.2,54117496.91,False
(2020 BS9),2025-04-12,0.034,57408.31,54497976.07,False
(2020 HO5),2025-04-12,0.012,48827.02,61806736.65,False
(2021 CY5),2025-04-12,0.044,22484.49,15339115.41,False
(2023 DN),2025-04-12,0.035,66496.62,64392252.34,False
(2023 VX1),2025-04-12,0.048,106953.36,55655630.04,False
(2025 DG7),2025-04-12,0.242,37419.09,25368529.49,False
(2025 FP10),2025-04-12,0.986,50241.29,4150006.36,True
(2025 HJ),2025-04-12,0.122,76919.23,17275025.91,False
(2015 AQ45),2025-04-13,0.305,20568.67,22671461.55,False
(2020 HB6),2025-04-13,0.086,74844.23,62187683.3,False
(2021 GU1),2025-04-13,0.068,78326.81,62330347.86,False
(2023 BM4),2025-04-13,0.107,18299.18,24625585.62,False
(2023 RX1),2025-04-13,0.005,4964.0,6940661.31,False
(2024 VW),2025-04-13,0.063,51105.07,39774115.62,False
(2025 FV13),2025-04-13,0.048,18105.07,6977300.97,False
(2025 GK),2025-04-13,0.061,42978.26,6639207.25,False
784199 (2015 AQ45),2025-04-13,0.305,20568.67,22671461.2,False
(2025 HO1),2025-04-13,0.018,29870.54,3826118.95,False
(2025 HW2),2025-04-13,0.203,50189.67,22910542.22,False
(2019 TC2),2025-04-06,0.016,87619.85,70498067.34,False
(2021 RO16),2025-04-06,0.029,53682.73,37016688.35,False
(2022 GO),2025-04-06,0.042,97799.07,70713371.51,False
(2022 GO3),2025-04-06,0.025,54278.21,24558765.12,False
(2023 FQ13),2025-04-06,0.164,60032.18,29256449.25,False
(2025 DV40),2025-04-06,0.169,47190.52,6428465.55,False
(2025 FX14),2025-04-06,0.059,53473.53,5057926.66,False
